,期号,日期,号码,百,十,个,和值,和值（同比）跨度,年份,和尾,百大小,十大小,个大小,和尾大小,百奇偶,十奇偶,个奇偶,百余数,十余数,个余数,百ZH,十ZH,个ZH,和尾ZH,跨度
1443,8328,2008/11/30,205,2,0,5,7,6,2008,7,小,小,大,大,偶,偶,奇,2,0,2,质,他,质,质,5
1444,8329,2008/12/1,422,4,2,2,8,1,2008,8,小,小,小,大,偶,偶,偶,1,2,2,合,质,质,合,2
1445,8330,2008/12/2,178,1,7,8,16,8,2008,6,小,大,大,大,奇,奇,偶,1,1,2,他,质,合,合,7
1446,8331,2008/12/3,376,3,7,6,16,0,2008,6,小,大,大,大,奇,奇,偶,0,1,0,质,质,合,合,4
1447,8332,2008/12/4,900,9,0,0,9,7,2008,9,大,小,小,大,奇,偶,偶,0,0,0,合,他,他,合,9
1448,8333,2008/12/5,885,8,8,5,21,12,2008,1,大,大,大,小,偶,偶,奇,2,2,2,合,合,质,他,3
1449,8334,2008/12/6,78,0,7,8,15,6,2008,5,小,大,大,大,偶,奇,偶,0,1,2,他,质,合,质,1
1450,8335,2008/12/7,628,6,2,8,16,1,2008,6,大,小,大,大,偶,偶,偶,0,2,2,合,质,合,合,6
1451,8336,2008/12/8,298,2,9,8,19,3,2008,9,小,大,大,大,偶,奇,偶,2,0,2,质,合,合,合,7
1452,8337,2008/12/9,17,0,1,7,8,11,2008,8,小,小,大,大,偶,奇,奇,0,1,1,他,他,质,合,6
1453,8338,2008/12/10,999,9,9,9,27,19,2008,7,大,大,大,大,奇,奇,奇,0,0,0,合,合,合,质,0
1454,8339,2008/12/11,452,4,5,2,11,16,2008,1,小,大,小,小,偶,奇,偶,1,2,2,合,质,质,他,3
1455,8340,2008/12/12,568,5,6,8,19,8,2008,9,大,大,大,大,奇,偶,偶,2,0,2,质,合,合,合,3
1456,8341,2008/12/13,351,3,5,1,9,10,2008,9,小,大,小,大,奇,奇,奇,0,2,1,质,质,他,合,4
1457,8342,2008/12/14,1,0,0,1,1,8,2008,1,小,小,小,小,偶,偶,奇,0,0,1,他,他,他,他,0
1458,8343,2008/12/15,614,6,1,4,11,10,2008,1,大,小,小,小,偶,奇,偶,0,1,1,合,他,合,他,5
1459,8344,2008/12/16,70,0,7,0,7,4,2008,7,小,大,小,大,偶,奇,偶,0,1,0,他,质,他,质,7
1460,8345,2008/12/17,923,9,2,3,14,7,2008,4,大,小,小,小,奇,偶,奇,0,2,0,合,质,质,合,7
1461,8346,2008/12/18,559,5,5,9,19,5,2008,9,大,大,大,大,奇,奇,奇,2,2,0,质,质,合,合,4
1462,8347,2008/12/19,790,7,9,0,16,3,2008,6,大,大,小,大,奇,奇,偶,1,0,0,质,合,他,合,9
1463,8348,2008/12/20,413,4,1,3,8,8,2008,8,小,小,小,大,偶,奇,奇,1,1,0,合,他,质,合,3
1464,8349,2008/12/21,83,0,8,3,11,3,2008,1,小,大,小,小,偶,偶,奇,0,2,0,他,合,质,他,5
1465,8350,2008/12/22,559,5,5,9,19,8,2008,9,大,大,大,大,奇,奇,奇,2,2,0,质,质,合,合,4
1466,8351,2008/12/23,163,1,6,3,10,9,2008,0,小,大,小,小,奇,偶,奇,1,0,0,他,合,质,他,5
1467,8352,2008/12/24,575,5,7,5,17,7,2008,7,大,大,大,大,奇,奇,奇,2,1,2,质,质,质,质,2
1468,8353,2008/12/25,375,3,7,5,15,2,2008,5,小,大,大,大,奇,奇,奇,0,1,2,质,质,质,质,4
1469,8354,2008/12/26,474,4,7,4,15,0,2008,5,小,大,小,大,偶,奇,偶,1,1,1,合,质,合,质,3
1470,8355,2008/12/27,487,4,8,7,19,4,2008,9,小,大,大,大,偶,偶,奇,1,2,1,合,合,质,合,4
1471,8356,2008/12/28,715,7,1,5,13,6,2008,3,大,小,大,小,奇,奇,奇,1,1,2,质,他,质,质,6
1472,8357,2008/12/29,283,2,8,3,13,0,2008,3,小,大,小,小,偶,偶,奇,2,2,0,质,合,质,质,6
1473,8358,2008/12/30,694,6,9,4,19,6,2008,9,大,大,小,大,偶,奇,偶,0,0,1,合,合,合,合,5
1474,8359,2008/12/31,210,2,1,0,3,16,2008,3,小,小,小,小,偶,奇,偶,2,1,0,质,他,他,质,2
1475,9001,2009/1/1,325,3,2,5,10,7,2009,0,小,小,大,小,奇,偶,奇,0,2,2,质,质,质,他,3
1476,9002,2009/1/2,614,6,1,4,11,1,2009,1,大,小,小,小,偶,奇,偶,0,1,1,合,他,合,他,5
1477,9003,2009/1/3,488,4,8,8,20,9,2009,0,小,大,大,小,偶,偶,偶,1,2,2,合,合,合,他,4
1478,9004,2009/1/4,502,5,0,2,7,13,2009,7,大,小,小,大,奇,偶,偶,2,0,2,质,他,质,质,5
1479,9005,2009/1/5,521,5,2,1,8,1,2009,8,大,小,小,大,奇,偶,奇,2,2,1,质,质,他,合,4
1480,9006,2009/1/6,659,6,5,9,20,12,2009,0,大,大,大,小,偶,奇,奇,0,2,0,合,质,合,他,4
1481,9007,2009/1/7,341,3,4,1,8,12,2009,8,小,小,小,大,奇,偶,奇,0,1,1,质,合,他,合,3
1482,9008,2009/1/8,243,2,4,3,9,1,2009,9,小,小,小,大,偶,偶,奇,2,1,0,质,合,质,合,2
1483,9009,2009/1/9,669,6,6,9,21,12,2009,1,大,大,大,小,偶,偶,奇,0,0,0,合,合,合,他,3
1484,9010,2009/1/10,862,8,6,2,16,5,2009,6,大,大,小,大,偶,偶,偶,2,0,2,合,合,质,合,6
1485,9011,2009/1/11,656,6,5,6,17,1,2009,7,大,大,大,大,偶,奇,偶,0,2,0,合,质,合,质,1
1486,9012,2009/1/12,961,9,6,1,16,1,2009,6,大,大,小,大,奇,偶,奇,0,0,1,合,合,他,合,8
1487,9013,2009/1/13,551,5,5,1,11,5,2009,1,大,大,小,小,奇,奇,奇,2,2,1,质,质,他,他,4
1488,9014,2009/1/14,299,2,9,9,20,9,2009,0,小,大,大,小,偶,奇,奇,2,0,0,质,合,合,他,7
1489,9015,2009/1/15,271,2,7,1,10,10,2009,0,小,大,小,小,偶,奇,奇,2,1,1,质,质,他,他,6
1490,9016,2009/1/16,977,9,7,7,23,13,2009,3,大,大,大,小,奇,奇,奇,0,1,1,合,质,质,质,2
1491,9017,2009/1/17,355,3,5,5,13,10,2009,3,小,大,大,小,奇,奇,奇,0,2,2,质,质,质,质,2
1492,9018,2009/1/18,886,8,8,6,22,9,2009,2,大,大,大,小,偶,偶,偶,2,2,0,合,合,合,质,2
1493,9019,2009/1/19,830,8,3,0,11,11,2009,1,大,小,小,小,偶,奇,偶,2,0,0,合,质,他,他,8
1494,9020,2009/1/20,461,4,6,1,11,0,2009,1,小,大,小,小,偶,偶,奇,1,0,1,合,合,他,他,5
1495,9021,2009/1/21,700,7,0,0,7,4,2009,7,大,小,小,大,奇,偶,偶,1,0,0,质,他,他,质,7
1496,9022,2009/1/22,914,9,1,4,14,7,2009,4,大,小,小,小,奇,奇,偶,0,1,1,合,他,合,合,8
1497,9023,2009/1/23,662,6,6,2,14,0,2009,4,大,大,小,小,偶,偶,偶,0,0,2,合,合,质,合,4
1498,9024,2009/1/24,518,5,1,8,14,0,2009,4,大,小,大,小,奇,奇,偶,2,1,2,质,他,合,合,7
1499,9025,2009/2/1,278,2,7,8,17,3,2009,7,小,大,大,大,偶,奇,偶,2,1,2,质,质,合,质,6
1500,9026,2009/2/2,669,6,6,9,21,4,2009,1,大,大,大,小,偶,偶,奇,0,0,0,合,合,合,他,3
1501,9027,2009/2/3,585,5,8,5,18,3,2009,8,大,大,大,大,奇,偶,奇,2,2,2,质,合,质,合,3
1502,9028,2009/2/4,335,3,3,5,11,7,2009,1,小,小,大,小,奇,奇,奇,0,0,2,质,质,质,他,2
1503,9029,2009/2/5,470,4,7,0,11,0,2009,1,小,大,小,小,偶,奇,偶,1,1,0,合,质,他,他,7
1504,9030,2009/2/6,103,1,0,3,4,7,2009,4,小,小,小,小,奇,偶,奇,1,0,0,他,他,质,合,3
1505,9031,2009/2/7,543,5,4,3,12,8,2009,2,大,小,小,小,奇,偶,奇,2,1,0,质,合,质,质,2
1506,9032,2009/2/8,981,9,8,1,18,6,2009,8,大,大,小,大,奇,偶,奇,0,2,1,合,合,他,合,8
1507,9033,2009/2/9,472,4,7,2,13,5,2009,3,小,大,小,小,偶,奇,偶,1,1,2,合,质,质,质,5
1508,9034,2009/2/10,235,2,3,5,10,3,2009,0,小,小,大,小,偶,奇,奇,2,0,2,质,质,质,他,3
1509,9035,2009/2/11,814,8,1,4,13,3,2009,3,大,小,小,小,偶,奇,偶,2,1,1,合,他,合,质,7
1510,9036,2009/2/12,32,0,3,2,5,8,2009,5,小,小,小,大,偶,奇,偶,0,0,2,他,质,质,质,1
1511,9037,2009/2/13,904,9,0,4,13,8,2009,3,大,小,小,小,奇,偶,偶,0,0,1,合,他,合,质,9
1512,9038,2009/2/14,635,6,3,5,14,1,2009,4,大,小,大,小,偶,奇,奇,0,0,2,合,质,质,合,3
1513,9039,2009/2/15,845,8,4,5,17,3,2009,7,大,小,大,大,偶,偶,奇,2,1,2,合,合,质,质,4
1514,9040,2009/2/16,736,7,3,6,16,1,2009,6,大,小,大,大,奇,奇,偶,1,0,0,质,质,合,合,4
1515,9041,2009/2/17,679,6,7,9,22,6,2009,2,大,大,大,小,偶,奇,奇,0,1,0,合,质,合,质,3
1516,9042,2009/2/18,313,3,1,3,7,15,2009,7,小,小,小,大,奇,奇,奇,0,1,0,质,他,质,质,2
1517,9043,2009/2/19,626,6,2,6,14,7,2009,4,大,小,大,小,偶,偶,偶,0,2,0,合,质,合,合,4
1518,9044,2009/2/20,733,7,3,3,13,1,2009,3,大,小,小,小,奇,奇,奇,1,0,0,质,质,质,质,4
1519,9045,2009/2/21,774,7,7,4,18,5,2009,8,大,大,小,大,奇,奇,偶,1,1,1,质,质,合,合,3
1520,9046,2009/2/22,802,8,0,2,10,8,2009,0,大,小,小,小,偶,偶,偶,2,0,2,合,他,质,他,8
1521,9047,2009/2/23,713,7,1,3,11,1,2009,1,大,小,小,小,奇,奇,奇,1,1,0,质,他,质,他,6
1522,9048,2009/2/24,136,1,3,6,10,1,2009,0,小,小,大,小,奇,奇,偶,1,0,0,他,质,合,他,5
1523,9049,2009/2/25,373,3,7,3,13,3,2009,3,小,大,小,小,奇,奇,奇,0,1,0,质,质,质,质,4
1524,9050,2009/2/26,698,6,9,8,23,10,2009,3,大,大,大,小,偶,奇,偶,0,0,2,合,合,合,质,3
1525,9051,2009/2/27,108,1,0,8,9,14,2009,9,小,小,大,大,奇,偶,偶,1,0,2,他,他,合,合,8
1526,9052,2009/2/28,926,9,2,6,17,8,2009,7,大,小,大,大,奇,偶,偶,0,2,0,合,质,合,质,7
1527,9053,2009/3/1,622,6,2,2,10,7,2009,0,大,小,小,小,偶,偶,偶,0,2,2,合,质,质,他,4
1528,9054,2009/3/2,549,5,4,9,18,8,2009,8,大,小,大,大,奇,偶,奇,2,1,0,质,合,合,合,5
1529,9055,2009/3/3,45,0,4,5,9,9,2009,9,小,小,大,大,偶,偶,奇,0,1,2,他,合,质,合,1
1530,9056,2009/3/4,797,7,9,7,23,14,2009,3,大,大,大,小,奇,奇,奇,1,0,1,质,合,质,质,2
1531,9057,2009/3/5,381,3,8,1,12,11,2009,2,小,大,小,小,奇,偶,奇,0,2,1,质,合,他,质,7
1532,9058,2009/3/6,437,4,3,7,14,2,2009,4,小,小,大,小,偶,奇,奇,1,0,1,合,质,质,合,4
1533,9059,2009/3/7,210,2,1,0,3,11,2009,3,小,小,小,小,偶,奇,偶,2,1,0,质,他,他,质,2
1534,9060,2009/3/8,411,4,1,1,6,3,2009,6,小,小,小,大,偶,奇,奇,1,1,1,合,他,他,合,3
1535,9061,2009/3/9,804,8,0,4,12,6,2009,2,大,小,小,小,偶,偶,偶,2,0,1,合,他,合,质,8
1536,9062,2009/3/10,675,6,7,5,18,6,2009,8,大,大,大,大,偶,奇,奇,0,1,2,合,质,质,合,2
1537,9063,2009/3/11,159,1,5,9,15,3,2009,5,小,大,大,大,奇,奇,奇,1,2,0,他,质,合,质,8
1538,9064,2009/3/12,466,4,6,6,16,1,2009,6,小,大,大,大,偶,偶,偶,1,0,0,合,合,合,合,2
1539,9065,2009/3/13,455,4,5,5,14,2,2009,4,小,大,大,小,偶,奇,奇,1,2,2,合,质,质,合,1
1540,9066,2009/3/14,471,4,7,1,12,2,2009,2,小,大,小,小,偶,奇,奇,1,1,1,合,质,他,质,6
1541,9067,2009/3/15,690,6,9,0,15,3,2009,5,大,大,小,大,偶,奇,偶,0,0,0,合,合,他,质,9
1542,9068,2009/3/16,415,4,1,5,10,5,2009,0,小,小,大,小,偶,奇,奇,1,1,2,合,他,质,他,4
1543,9069,2009/3/17,320,3,2,0,5,5,2009,5,小,小,小,大,奇,偶,偶,0,2,0,质,质,他,质,3
1544,9070,2009/3/18,843,8,4,3,15,10,2009,5,大,小,小,大,偶,偶,奇,2,1,0,合,合,质,质,5
1545,9071,2009/3/19,502,5,0,2,7,8,2009,7,大,小,小,大,奇,偶,偶,2,0,2,质,他,质,质,5
1546,9072,2009/3/20,479,4,7,9,20,13,2009,0,小,大,大,小,偶,奇,奇,1,1,0,合,质,合,他,5
1547,9073,2009/3/21,547,5,4,7,16,4,2009,6,大,小,大,大,奇,偶,奇,2,1,1,质,合,质,合,3
1548,9074,2009/3/22,161,1,6,1,8,8,2009,8,小,大,小,大,奇,偶,奇,1,0,1,他,合,他,合,5
1549,9075,2009/3/23,528,5,2,8,15,7,2009,5,大,小,大,大,奇,偶,偶,2,2,2,质,质,合,质,6
1550,9076,2009/3/24,376,3,7,6,16,1,2009,6,小,大,大,大,奇,奇,偶,0,1,0,质,质,合,合,4
1551,9077,2009/3/25,856,8,5,6,19,3,2009,9,大,大,大,大,偶,奇,偶,2,2,0,合,质,合,合,3
1552,9078,2009/3/26,493,4,9,3,16,3,2009,6,小,大,小,大,偶,奇,奇,1,0,0,合,合,质,合,6
1553,9079,2009/3/27,328,3,2,8,13,3,2009,3,小,小,大,小,奇,偶,偶,0,2,2,质,质,合,质,6
1554,9080,2009/3/28,799,7,9,9,25,12,2009,5,大,大,大,大,奇,奇,奇,1,0,0,质,合,合,质,2
1555,9081,2009/3/29,283,2,8,3,13,12,2009,3,小,大,小,小,偶,偶,奇,2,2,0,质,合,质,质,6
1556,9082,2009/3/30,38,0,3,8,11,2,2009,1,小,小,大,小,偶,奇,偶,0,0,2,他,质,合,他,5
1557,9083,2009/3/31,509,5,0,9,14,3,2009,4,大,小,大,小,奇,偶,奇,2,0,0,质,他,合,合,9
1558,9084,2009/4/1,578,5,7,8,20,6,2009,0,大,大,大,小,奇,奇,偶,2,1,2,质,质,合,他,3
1559,9085,2009/4/2,198,1,9,8,18,2,2009,8,小,大,大,大,奇,奇,偶,1,0,2,他,合,合,合,8
1560,9086,2009/4/3,806,8,0,6,14,4,2009,4,大,小,大,小,偶,偶,偶,2,0,0,合,他,合,合,8
1561,9087,2009/4/4,500,5,0,0,5,9,2009,5,大,小,小,大,奇,偶,偶,2,0,0,质,他,他,质,5
1562,9088,2009/4/5,809,8,0,9,17,12,2009,7,大,小,大,大,偶,偶,奇,2,0,0,合,他,合,质,9
1563,9089,2009/4/6,784,7,8,4,19,2,2009,9,大,大,小,大,奇,偶,偶,1,2,1,质,合,合,合,4
1564,9090,2009/4/7,214,2,1,4,7,12,2009,7,小,小,小,大,偶,奇,偶,2,1,1,质,他,合,质,3
1565,9091,2009/4/8,612,6,1,2,9,2,2009,9,大,小,小,大,偶,奇,偶,0,1,2,合,他,质,合,5
1566,9092,2009/4/9,920,9,2,0,11,2,2009,1,大,小,小,小,奇,偶,偶,0,2,0,合,质,他,他,9
1567,9093,2009/4/10,880,8,8,0,16,5,2009,6,大,大,小,大,偶,偶,偶,2,2,0,合,合,他,合,8
1568,9094,2009/4/11,799,7,9,9,25,9,2009,5,大,大,大,大,奇,奇,奇,1,0,0,质,合,合,质,2
1569,9095,2009/4/12,301,3,0,1,4,21,2009,4,小,小,小,小,奇,偶,奇,0,0,1,质,他,他,合,3
1570,9096,2009/4/13,351,3,5,1,9,5,2009,9,小,大,小,大,奇,奇,奇,0,2,1,质,质,他,合,4
1571,9097,2009/4/14,591,5,9,1,15,6,2009,5,大,大,小,大,奇,奇,奇,2,0,1,质,合,他,质,8
1572,9098,2009/4/15,867,8,6,7,21,6,2009,1,大,大,大,小,偶,偶,奇,2,0,1,合,合,质,他,2
1573,9099,2009/4/16,762,7,6,2,15,6,2009,5,大,大,小,大,奇,偶,偶,1,0,2,质,合,质,质,5
1574,9100,2009/4/17,335,3,3,5,11,4,2009,1,小,小,大,小,奇,奇,奇,0,0,2,质,质,质,他,2
1575,9101,2009/4/18,370,3,7,0,10,1,2009,0,小,大,小,小,奇,奇,偶,0,1,0,质,质,他,他,7
1576,9102,2009/4/19,892,8,9,2,19,9,2009,9,大,大,小,大,偶,奇,偶,2,0,2,合,合,质,合,7
1577,9103,2009/4/20,393,3,9,3,15,4,2009,5,小,大,小,大,奇,奇,奇,0,0,0,质,合,质,质,6
1578,9104,2009/4/21,473,4,7,3,14,1,2009,4,小,大,小,小,偶,奇,奇,1,1,0,合,质,质,合,4
1579,9105,2009/4/22,956,9,5,6,20,6,2009,0,大,大,大,小,奇,奇,偶,0,2,0,合,质,合,他,4
1580,9106,2009/4/23,203,2,0,3,5,15,2009,5,小,小,小,大,偶,偶,奇,2,0,0,质,他,质,质,3
1581,9107,2009/4/24,46,0,4,6,10,5,2009,0,小,小,大,小,偶,偶,偶,0,1,0,他,合,合,他,2
1582,9108,2009/4/25,408,4,0,8,12,2,2009,2,小,小,大,小,偶,偶,偶,1,0,2,合,他,合,质,8
1583,9109,2009/4/26,240,2,4,0,6,6,2009,6,小,小,小,大,偶,偶,偶,2,1,0,质,合,他,合,4
1584,9110,2009/4/27,944,9,4,4,17,11,2009,7,大,小,小,大,奇,偶,偶,0,1,1,合,合,合,质,5
1585,9111,2009/4/28,672,6,7,2,15,2,2009,5,大,大,小,大,偶,奇,偶,0,1,2,合,质,质,质,5
1586,9112,2009/4/29,422,4,2,2,8,7,2009,8,小,小,小,大,偶,偶,偶,1,2,2,合,质,质,合,2
1587,9113,2009/4/30,174,1,7,4,12,4,2009,2,小,大,小,小,奇,奇,偶,1,1,1,他,质,合,质,6
1588,9114,2009/5/1,301,3,0,1,4,8,2009,4,小,小,小,小,奇,偶,奇,0,0,1,质,他,他,合,3
1589,9115,2009/5/2,792,7,9,2,18,14,2009,8,大,大,小,大,奇,奇,偶,1,0,2,质,合,质,合,7
1590,9116,2009/5/3,330,3,3,0,6,12,2009,6,小,小,小,大,奇,奇,偶,0,0,0,质,质,他,合,3
1591,9117,2009/5/4,198,1,9,8,18,12,2009,8,小,大,大,大,奇,奇,偶,1,0,2,他,合,合,合,8
1592,9118,2009/5/5,763,7,6,3,16,2,2009,6,大,大,小,大,奇,偶,奇,1,0,0,质,合,质,合,4
1593,9119,2009/5/6,961,9,6,1,16,0,2009,6,大,大,小,大,奇,偶,奇,0,0,1,合,合,他,合,8
1594,9120,2009/5/7,107,1,0,7,8,8,2009,8,小,小,大,大,奇,偶,奇,1,0,1,他,他,质,合,7
1595,9121,2009/5/8,880,8,8,0,16,8,2009,6,大,大,小,大,偶,偶,偶,2,2,0,合,合,他,合,8
1596,9122,2009/5/9,355,3,5,5,13,3,2009,3,小,大,大,小,奇,奇,奇,0,2,2,质,质,质,质,2
1597,9123,2009/5/10,79,0,7,9,16,3,2009,6,小,大,大,大,偶,奇,奇,0,1,0,他,质,合,合,2
1598,9124,2009/5/11,945,9,4,5,18,2,2009,8,大,小,大,大,奇,偶,奇,0,1,2,合,合,质,合,5
1599,9125,2009/5/12,631,6,3,1,10,8,2009,0,大,小,小,小,偶,奇,奇,0,0,1,合,质,他,他,5
1600,9126,2009/5/13,306,3,0,6,9,1,2009,9,小,小,大,大,奇,偶,偶,0,0,0,质,他,合,合,6
1601,9127,2009/5/14,998,9,9,8,26,17,2009,6,大,大,大,大,奇,奇,偶,0,0,2,合,合,合,合,1
1602,9128,2009/5/15,515,5,1,5,11,15,2009,1,大,小,大,小,奇,奇,奇,2,1,2,质,他,质,他,4
1603,9129,2009/5/16,717,7,1,7,15,4,2009,5,大,小,大,大,奇,奇,奇,1,1,1,质,他,质,质,6
1604,9130,2009/5/17,62,0,6,2,8,7,2009,8,小,大,小,大,偶,偶,偶,0,0,2,他,合,质,合,4
1605,9131,2009/5/18,757,7,5,7,19,11,2009,9,大,大,大,大,奇,奇,奇,1,2,1,质,质,质,合,2
1606,9132,2009/5/19,990,9,9,0,18,1,2009,8,大,大,小,大,奇,奇,偶,0,0,0,合,合,他,合,9
1607,9133,2009/5/20,750,7,5,0,12,6,2009,2,大,大,小,小,奇,奇,偶,1,2,0,质,质,他,质,7
1608,9134,2009/5/21,440,4,4,0,8,4,2009,8,小,小,小,大,偶,偶,偶,1,1,0,合,合,他,合,4
1609,9135,2009/5/22,205,2,0,5,7,1,2009,7,小,小,大,大,偶,偶,奇,2,0,2,质,他,质,质,5
1610,9136,2009/5/23,785,7,8,5,20,13,2009,0,大,大,大,小,奇,偶,奇,1,2,2,质,合,质,他,3
1611,9137,2009/5/24,317,3,1,7,11,9,2009,1,小,小,大,小,奇,奇,奇,0,1,1,质,他,质,他,6
1612,9138,2009/5/25,633,6,3,3,12,1,2009,2,大,小,小,小,偶,奇,奇,0,0,0,合,质,质,质,3
1613,9139,2009/5/26,429,4,2,9,15,3,2009,5,小,小,大,大,偶,偶,奇,1,2,0,合,质,合,质,7
1614,9140,2009/5/27,281,2,8,1,11,4,2009,1,小,大,小,小,偶,偶,奇,2,2,1,质,合,他,他,7
1615,9141,2009/5/28,606,6,0,6,12,1,2009,2,大,小,大,小,偶,偶,偶,0,0,0,合,他,合,质,6
1616,9142,2009/5/29,147,1,4,7,12,0,2009,2,小,小,大,小,奇,偶,奇,1,1,1,他,合,质,质,6
1617,9143,2009/5/30,616,6,1,6,13,1,2009,3,大,小,大,小,偶,奇,偶,0,1,0,合,他,合,质,5
1618,9144,2009/5/31,973,9,7,3,19,6,2009,9,大,大,小,大,奇,奇,奇,0,1,0,合,质,质,合,6
1619,9145,2009/6/1,180,1,8,0,9,10,2009,9,小,大,小,大,奇,偶,偶,1,2,0,他,合,他,合,8
1620,9146,2009/6/2,183,1,8,3,12,3,2009,2,小,大,小,小,奇,偶,奇,1,2,0,他,合,质,质,7
1621,9147,2009/6/3,741,7,4,1,12,0,2009,2,大,小,小,小,奇,偶,奇,1,1,1,质,合,他,质,6
1622,9148,2009/6/4,341,3,4,1,8,4,2009,8,小,小,小,大,奇,偶,奇,0,1,1,质,合,他,合,3
1623,9149,2009/6/5,623,6,2,3,11,3,2009,1,大,小,小,小,偶,偶,奇,0,2,0,合,质,质,他,4
1624,9150,2009/6/6,4,0,0,4,4,7,2009,4,小,小,小,小,偶,偶,偶,0,0,1,他,他,合,合,0
1625,9151,2009/6/7,496,4,9,6,19,15,2009,9,小,大,大,大,偶,奇,偶,1,0,0,合,合,合,合,5
1626,9152,2009/6/8,638,6,3,8,17,2,2009,7,大,小,大,大,偶,奇,偶,0,0,2,合,质,合,质,5
1627,9153,2009/6/9,698,6,9,8,23,6,2009,3,大,大,大,小,偶,奇,偶,0,0,2,合,合,合,质,3
1628,9154,2009/6/10,325,3,2,5,10,13,2009,0,小,小,大,小,奇,偶,奇,0,2,2,质,质,质,他,3
1629,9155,2009/6/11,206,2,0,6,8,2,2009,8,小,小,大,大,偶,偶,偶,2,0,0,质,他,合,合,6
1630,9156,2009/6/12,906,9,0,6,15,7,2009,5,大,小,大,大,奇,偶,偶,0,0,0,合,他,合,质,9
1631,9157,2009/6/13,60,0,6,0,6,9,2009,6,小,大,小,大,偶,偶,偶,0,0,0,他,合,他,合,6
1632,9158,2009/6/14,148,1,4,8,13,7,2009,3,小,小,大,小,奇,偶,偶,1,1,2,他,合,合,质,7
1633,9159,2009/6/15,380,3,8,0,11,2,2009,1,小,大,小,小,奇,偶,偶,0,2,0,质,合,他,他,8
1634,9160,2009/6/16,622,6,2,2,10,1,2009,0,大,小,小,小,偶,偶,偶,0,2,2,合,质,质,他,4
1635,9161,2009/6/17,186,1,8,6,15,5,2009,5,小,大,大,大,奇,偶,偶,1,2,0,他,合,合,质,7
1636,9162,2009/6/18,674,6,7,4,17,2,2009,7,大,大,小,大,偶,奇,偶,0,1,1,合,质,合,质,3
1637,9163,2009/6/19,120,1,2,0,3,14,2009,3,小,小,小,小,奇,偶,偶,1,2,0,他,质,他,质,2
1638,9164,2009/6/20,552,5,5,2,12,9,2009,2,大,大,小,小,奇,奇,偶,2,2,2,质,质,质,质,3
1639,9165,2009/6/21,168,1,6,8,15,3,2009,5,小,大,大,大,奇,偶,偶,1,0,2,他,合,合,质,7
1640,9166,2009/6/22,932,9,3,2,14,1,2009,4,大,小,小,小,奇,奇,偶,0,0,2,合,质,质,合,7
1641,9167,2009/6/23,526,5,2,6,13,1,2009,3,大,小,大,小,奇,偶,偶,2,2,0,质,质,合,质,4
1642,9168,2009/6/24,108,1,0,8,9,4,2009,9,小,小,大,大,奇,偶,偶,1,0,2,他,他,合,合,8
1643,9169,2009/6/25,375,3,7,5,15,6,2009,5,小,大,大,大,奇,奇,奇,0,1,2,质,质,质,质,4
1644,9170,2009/6/26,545,5,4,5,14,1,2009,4,大,小,大,小,奇,偶,奇,2,1,2,质,合,质,合,1
1645,9171,2009/6/27,814,8,1,4,13,1,2009,3,大,小,小,小,偶,奇,偶,2,1,1,合,他,合,质,7
1646,9172,2009/6/28,940,9,4,0,13,0,2009,3,大,小,小,小,奇,偶,偶,0,1,0,合,合,他,质,9
1647,9173,2009/6/29,818,8,1,8,17,4,2009,7,大,小,大,大,偶,奇,偶,2,1,2,合,他,合,质,7
1648,9174,2009/6/30,685,6,8,5,19,2,2009,9,大,大,大,大,偶,偶,奇,0,2,2,合,合,质,合,3
1649,9175,2009/7/1,200,2,0,0,2,17,2009,2,小,小,小,小,偶,偶,偶,2,0,0,质,他,他,质,2
1650,9176,2009/7/2,512,5,1,2,8,6,2009,8,大,小,小,大,奇,奇,偶,2,1,2,质,他,质,合,4
1651,9177,2009/7/3,220,2,2,0,4,4,2009,4,小,小,小,小,偶,偶,偶,2,2,0,质,质,他,合,2
1652,9178,2009/7/4,993,9,9,3,21,17,2009,1,大,大,小,小,奇,奇,奇,0,0,0,合,合,质,他,6
1653,9179,2009/7/5,634,6,3,4,13,8,2009,3,大,小,小,小,偶,奇,偶,0,0,1,合,质,合,质,3
1654,9180,2009/7/6,906,9,0,6,15,2,2009,5,大,小,大,大,奇,偶,偶,0,0,0,合,他,合,质,9
1655,9181,2009/7/7,69,0,6,9,15,0,2009,5,小,大,大,大,偶,偶,奇,0,0,0,他,合,合,质,3
1656,9182,2009/7/8,898,8,9,8,25,10,2009,5,大,大,大,大,偶,奇,偶,2,0,2,合,合,合,质,1
1657,9183,2009/7/9,759,7,5,9,21,4,2009,1,大,大,大,小,奇,奇,奇,1,2,0,质,质,合,他,4
1658,9184,2009/7/10,905,9,0,5,14,7,2009,4,大,小,大,小,奇,偶,奇,0,0,2,合,他,质,合,9
1659,9185,2009/7/11,906,9,0,6,15,1,2009,5,大,小,大,大,奇,偶,偶,0,0,0,合,他,合,质,9
1660,9186,2009/7/12,767,7,6,7,20,5,2009,0,大,大,大,小,奇,偶,奇,1,0,1,质,合,质,他,1
1661,9187,2009/7/13,628,6,2,8,16,4,2009,6,大,小,大,大,偶,偶,偶,0,2,2,合,质,合,合,6
1662,9188,2009/7/14,853,8,5,3,16,0,2009,6,大,大,小,大,偶,奇,奇,2,2,0,合,质,质,合,5
